"GEO_ID","NAME","B01001B_001E","B01001B_001M","B01001B_002E","B01001B_002M","B01001B_003E","B01001B_003M","B01001B_004E","B01001B_004M","B01001B_005E","B01001B_005M","B01001B_006E","B01001B_006M","B01001B_007E","B01001B_007M","B01001B_008E","B01001B_008M","B01001B_009E","B01001B_009M","B01001B_010E","B01001B_010M","B01001B_011E","B01001B_011M","B01001B_012E","B01001B_012M","B01001B_013E","B01001B_013M","B01001B_014E","B01001B_014M","B01001B_015E","B01001B_015M","B01001B_016E","B01001B_016M","B01001B_017E","B01001B_017M","B01001B_018E","B01001B_018M","B01001B_019E","B01001B_019M","B01001B_020E","B01001B_020M","B01001B_021E","B01001B_021M","B01001B_022E","B01001B_022M","B01001B_023E","B01001B_023M","B01001B_024E","B01001B_024M","B01001B_025E","B01001B_025M","B01001B_026E","B01001B_026M","B01001B_027E","B01001B_027M","B01001B_028E","B01001B_028M","B01001B_029E","B01001B_029M","B01001B_030E","B01001B_030M","B01001B_031E","B01001B_031M"
"310M400US16700","Charleston-North Charleston, SC Metro Area","200787","2846","94566","2044","6747","414","7405","1372","6870","1468","4630","786","2848","764","7380","814","7356","619","6538","788","11354","845","10285","823","11670","200","7904","263","3094","397","485","319","106221","1846","5837","827","7265","1335","6928","1316","3926","861","3163","782","6416","832","7755","753","7910","310","13670","740","12743","668","14787","179","9632","359","4428","515","1761","509"
"310M400US20180","DuBois, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25220","Hammond, LA Metro Area","39782","1419","17677","1233","1327","535","1939","693","1218","582","727","499","738","217","1579","855","1643","858","129","144","1867","1053","3330","1090","1665","331","1048","330","252","193","215","319","22105","854","1776","362","1719","560","1798","554","1111","514","1008","380","1508","389","1976","217","1611","217","2821","217","2282","77","2336","217","1332","101","676","169","151","169"
"310M400US30300","Lewiston, ID-WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34380","Mount Pleasant, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US38940","Port St. Lucie, FL Metro Area","75917","3894","37512","2708","2164","1397","4192","1022","2020","868","1740","968","1154","872","2832","928","3758","1203","1949","1348","5215","1501","3336","1233","4339","651","3370","991","1210","882","233","263","38405","2635","2525","1312","2280","1189","3226","1179","2190","992","483","455","2560","1329","2181","1297","2376","1461","4781","1527","4833","457","4647","364","3425","455","2586","618","312","411"
"310M400US40380","Rochester, NY Metro Area","121286","3586","56811","2398","3756","676","4591","884","4886","920","2695","519","1954","425","4898","673","5865","589","4532","667","5975","622","6371","721","6172","304","3173","276","1593","252","350","255","64475","1869","4242","501","3768","720","5787","863","2615","511","1856","317","5514","511","5013","552","4920","516","7805","594","8529","658","6820","436","4513","278","2200","485","893","278"
"310M400US12540","Bakersfield, CA Metro Area","50289","3454","26881","1924","1871","239","1888","758","2057","923","1531","463","804","702","2939","694","2875","77","2230","393","3503","284","2727","433","2506","100","1418","518","532","518","0","211","23408","1850","2058","246","2619","865","2178","705","893","450","851","582","1716","646","2281","323","1543","233","2595","110","2045","382","2453","60","1256","341","860","84","60","84"
"310M400US41420","Salem, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","26864","2116","13091","1688","1106","738","1050","581","936","436","617","400","211","220","1260","479","674","492","851","559","2583","665","1389","618","1413","315","735","404","266","216","0","198","13773","1304","1387","759","1390","558","992","605","484","298","447","271","1113","531","1105","321","846","604","1712","608","1584","658","1155","209","809","449","680","381","69","107"
"310M400US15980","Cape Coral-Fort Myers, FL Metro Area","68105","2282","32922","1156","2895","271","2711","884","2893","961","1620","231","922","188","2377","126","2766","169","2117","158","4140","279","3677","363","3248","323","2944","454","599","399","13","27","35183","1882","2623","921","2931","774","2470","838","1315","353","1391","682","2239","657","2378","339","2723","686","4645","213","4041","197","4037","753","2566","164","1722","147","102","125"
"310M400US23060","Fort Wayne, IN Metro Area","43570","2889","21118","1677","2031","361","1591","731","1752","804","1716","597","906","661","1351","716","1734","199","1305","168","2796","207","2018","325","2057","331","1291","198","470","136","100","118","22452","1661","2310","563","2377","903","858","483","721","580","279","248","2059","444","1836","303","1369","264","3617","552","1847","513","2582","134","1600","198","848","188","149","143"
"310M400US27780","Johnstown, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33700","Modesto, CA Metro Area","16865","1625","8779","828","0","211","821","617","1289","710","405","175","123","140","1275","397","331","314","545","537","1395","611","788","517","1089","371","321","220","364","316","33","57","8086","1044","110","192","1177","786","608","312","310","191","250","274","372","364","403","349","228","260","1921","363","517","357","987","496","754","529","306","257","143","143"
"310M400US35980","Norwich-New London, CT Metro Area","17171","2545","8500","1205","0","207","609","551","379","486","4","8","0","207","667","479","1339","554","214","223","1885","766","1683","637","994","418","447","349","279","332","0","207","8671","1787","671","555","57","114","1314","759","595","571","40","66","575","452","483","571","308","371","686","550","1954","474","895","567","477","395","193","223","423","444"
"310M400US40980","Saginaw, MI Metro Area","36459","1115","17489","566","1466","257","1120","508","1815","575","885","46","1375","702","1740","635","559","507","1024","172","2017","409","1471","364","1849","209","1488","112","613","107","67","107","18970","867","1429","221","1229","664","1482","650","881","175","665","439","1375","464","1621","73","443","391","2433","561","2056","283","2409","89","1886","121","700","220","361","222"
"310M400US29860","Laurel, MS Micro Area","28283","2376","12906","1405","495","501","1188","418","628","408","509","414","1380","937","227","262","814","590","1263","658","2078","903","1137","636","1196","598","1723","596","222","255","46","83","15377","1327","1400","439","1331","754","953","378","489","332","228","311","900","602","1072","555","437","373","2726","880","1624","687","1975","355","1561","495","464","396","217","261"
"310M400US12260","Augusta-Richmond County, GA-SC Metro Area","217583","4407","101187","3019","6344","1594","7297","1579","9449","2136","3883","849","4229","1229","7602","1449","7144","1178","6221","1162","14282","1540","11994","1264","12151","656","7198","592","2806","605","587","300","116396","3032","8189","1551","7868","1550","7376","1536","5081","948","4307","2316","7811","2336","8142","1033","8752","1622","15041","1301","13808","1188","14608","491","9749","538","3629","678","2035","770"
"310M400US19500","Decatur, IL Metro Area","17609","1261","8130","740","850","419","575","197","811","306","161","150","457","443","399","374","728","435","393","313","998","409","901","406","977","190","583","250","297","250","0","190","9479","985","918","461","534","389","1131","585","244","249","352","282","120","158","1298","495","582","407","1330","479","700","408","1097","190","611","240","533","250","29","50"
"310M400US27600","Jefferson, GA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32780","Medford, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21020","Elizabeth City, NC Micro Area","19703","1843","9815","1203","591","384","776","655","893","635","723","517","325","255","824","706","352","371","447","529","657","512","1565","632","391","229","1549","523","605","372","117","155","9888","1109","271","293","505","369","711","456","169","178","293","215","336","214","865","464","511","446","930","443","1726","560","1573","338","1374","531","568","373","56","72"
"310M400US13740","Billings, MT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27140","Jackson, MS Metro Area","289986","3797","135439","2643","9941","967","9764","1531","11624","1614","5467","824","5164","932","11096","1192","11486","1316","9463","1090","17844","1483","15793","1144","15145","688","9114","606","2509","629","1029","422","154547","2480","9571","890","10038","1449","11659","1677","7104","889","4708","690","11645","905","12391","825","11501","1152","21718","1536","18149","1209","18171","608","11298","848","4944","828","1650","673"
"310M400US24780","Greenville, NC Metro Area","62463","1477","28177","1037","2141","121","1335","664","3460","664","1063","610","1004","585","2640","865","2501","210","1871","41","3074","316","2990","210","3149","210","2309","409","640","409","0","210","34286","1317","1608","556","2198","807","2394","776","1684","610","1722","650","2832","707","2970","210","2287","119","3975","622","4004","210","4257","47","2779","210","889","461","687","460"
"310M400US31740","Manhattan, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43320","Show Low, AZ Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49300","Wooster, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32300","Martinsville, VA Micro Area","18498","2534","8538","1610","95","410","567","503","81","143","1088","810","418","376","834","597","449","308","442","449","800","420","1223","275","1256","464","967","249","239","200","79","98","9960","1676","547","508","369","442","162","285","943","1092","23","48","641","433","453","389","401","263","1865","628","1448","539","1118","159","1088","405","687","300","215","225"
"310M400US25840","Hermiston-Pendleton, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32220","Marshall, TX Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35300","New Haven-Milford, CT Metro Area","120459","3955","56787","2330","4019","403","3910","891","5228","1101","2894","480","2011","361","5060","559","5064","555","3966","259","6742","534","7550","399","5622","272","3108","88","1527","179","86","100","63672","2469","3719","539","3978","1011","4598","1005","2724","665","2338","472","4618","335","4798","618","4687","438","8976","698","8371","461","7209","240","4420","258","2559","466","677","438"
"310M400US39140","Prescott, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41780","Sandusky, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45820","Topeka, KS Metro Area","15384","1177","7665","655","580","217","600","331","760","395","508","281","470","235","521","217","542","86","416","331","1068","363","580","237","540","271","973","282","107","129","0","177","7719","780","801","172","240","220","894","412","311","164","235","64","894","271","305","228","491","89","1125","404","545","434","799","487","713","393","207","182","159","254"
"310M400US49700","Yuba City, CA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18580","Corpus Christi, TX Metro Area","15022","1324","7637","1190","453","467","675","536","762","508","314","236","132","225","609","422","238","304","902","513","1102","374","512","324","1236","474","500","331","202","240","0","228","7385","1231","592","481","594","541","224","280","0","228","104","206","1280","578","170","225","940","663","1454","609","111","154","824","218","681","295","411","315","0","228"
"310M400US37460","Panama City, FL Metro Area","22432","2263","11230","1120","251","361","664","429","854","451","612","631","220","242","1436","550","658","444","972","642","2316","645","1040","328","1533","407","444","338","230","191","0","229","11202","1766","839","572","954","647","1033","507","209","331","410","648","408","553","557","695","548","568","2612","1132","925","421","1453","276","843","238","200","209","211","155"
"310M400US26300","Hot Springs, AR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36300","Ogdensburg-Massena, NY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39380","Pueblo, CO Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18260","Cookeville, TN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41180","St. Louis, MO-IL Metro Area","509407","4424","233433","2561","19479","838","19369","1968","18982","2038","10762","1277","6722","1278","18339","1374","20215","654","14872","896","25778","1058","27161","811","27883","751","15391","357","6606","795","1874","761","275974","3239","18390","1038","16352","2021","20073","2067","10300","1141","7257","1056","19949","1178","21743","993","18725","661","34833","1004","35195","1026","34613","492","22355","665","10665","1267","5524","1314"
"310M400US25740","Helena, MT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10780","Alexandria, LA Metro Area","44196","1826","21658","965","1671","393","1757","430","1667","510","952","433","746","106","1683","799","2230","891","1787","308","2793","600","2124","526","2161","336","1670","313","355","280","62","83","22538","1281","1502","372","1559","577","2077","644","843","416","882","434","990","475","1374","622","1818","373","2661","515","2780","108","2805","141","2052","231","1104","140","91","134"
"310M400US17820","Colorado Springs, CO Metro Area","46358","3194","24931","1686","1084","483","1944","767","1259","605","741","522","1073","536","2899","639","2804","549","2517","204","3592","381","2810","351","2396","230","1522","242","290","242","0","204","21427","2014","1477","688","1700","738","1793","794","1150","324","1081","776","2117","858","1621","659","1754","222","2646","543","1963","511","2124","225","1165","397","611","418","225","222"
"310M400US21420","Enid, OK Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28300","Keene, NH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28420","Kennewick-Richland, WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41620","Salt Lake City, UT Metro Area","23365","2649","11898","1195","1450","115","1306","564","884","530","325","371","456","325","1192","424","1050","415","807","541","2199","625","723","482","1118","314","388","303","0","193","0","193","11467","2041","1218","258","1737","692","1564","1086","458","377","446","467","1458","423","733","467","1183","608","1080","656","532","384","665","326","264","257","129","209","0","193"
"310M400US45500","Texarkana, TX-AR Metro Area","37105","1515","18052","878","1028","462","1415","528","1498","594","1014","460","658","383","1301","505","1578","549","1296","592","3133","835","1359","620","2145","326","1406","376","173","127","48","54","19053","1063","1686","375","1100","602","1352","454","888","371","320","381","1438","792","1510","698","1109","566","2590","688","2249","556","2183","233","1761","222","676","209","191","158"
"310M400US10140","Aberdeen, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27100","Jackson, MI Metro Area","12464","1234","7605","788","340","343","581","265","513","292","302","175","75","102","663","363","813","392","710","329","1407","427","1044","365","570","298","486","289","69","86","32","63","4859","722","257","272","245","262","667","401","270","148","613","316","69","88","293","237","173","211","840","313","347","241","556","46","429","118","37","70","63","97"
"310M400US27980","Kahului-Wailuku-Lahaina, HI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29300","LaGrange, GA Micro Area","26220","316","12390","480","852","399","554","414","1589","414","813","310","531","432","1339","608","640","481","1023","626","1877","761","951","599","1445","440","667","437","109","180","0","226","13830","504","1120","414","564","425","1445","437","257","282","371","378","1496","462","720","471","1096","226","2163","662","1386","640","1600","226","997","478","559","467","56","100"
"310M400US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","871348","9161","415727","5282","24091","1559","22424","2071","24401","2292","16119","783","10892","805","31473","1114","39039","1366","33056","1233","52271","1466","53791","1600","56241","978","31652","944","14755","1111","5522","1182","455621","5575","21276","1917","23993","2212","23679","2798","15490","1001","10705","1013","29593","1161","38030","1469","33573","1266","57633","1396","62552","1344","63883","1271","41070","705","22981","1450","11163","1394"
"310M400US41100","St. George, UT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44620","Stevens Point, WI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44660","Stillwater, OK Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44100","Springfield, IL Metro Area","24398","1375","11290","908","1141","232","486","359","1207","442","999","384","286","201","1211","537","674","337","859","190","1268","509","1174","523","1129","65","502","245","312","224","42","75","13108","1007","1173","208","1043","883","1098","730","417","366","447","479","886","462","1033","319","490","446","2512","723","1334","655","1362","190","829","379","75","131","409","391"
"310M400US29200","Lafayette-West Lafayette, IN Metro Area","10911","790","5208","588","412","328","344","235","507","283","249","190","377","359","827","303","621","284","97","91","448","303","953","322","352","252","21","44","0","198","0","198","5703","622","410","376","246","171","701","232","287","185","862","413","622","426","421","347","424","263","842","288","224","163","480","258","118","144","0","198","66","142"
"310M400US20100","Dover, DE Metro Area","45522","1826","21041","1155","2131","696","979","689","1662","593","1198","244","1011","458","2106","476","1489","487","920","489","2372","264","2189","432","2334","145","1662","200","941","80","47","80","24481","1324","1373","733","1784","779","1490","679","879","299","1360","500","1845","532","1723","188","1208","309","2860","117","3330","386","3073","224","2113","111","1015","329","428","268"
"310M400US21820","Fairbanks, AK Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34620","Muncie, IN Metro Area","7989","837","3508","537","214","168","265","363","419","295","81","132","332","257","1114","527","381","277","93","107","100","163","247","228","174","188","88","171","0","198","0","198","4481","652","259","180","397","442","126","148","247","241","378","190","390","376","620","474","67","136","416","305","200","202","522","321","525","444","156","229","178","244"
"310M400US35660","Niles-Benton Harbor, MI Metro Area","21589","1276","10065","1182","1085","335","971","483","618","410","222","226","450","433","1032","568","514","474","228","160","1479","282","1206","2","1213","172","667","212","253","204","127","125","11524","893","733","336","1280","428","439","315","735","299","491","610","365","405","958","172","612","536","1523","644","1524","564","1384","89","781","176","478","146","221","146"
"310M400US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","14696","1512","7492","912","49","88","376","287","168","197","285","173","663","453","444","410","593","405","715","392","934","474","1015","658","1251","211","709","207","152","176","138","158","7204","972","241","283","674","329","216","241","298","184","166","255","768","455","332","292","693","411","1092","336","589","385","1032","168","452","325","554","369","97","169"
"310M400US40660","Rome, GA Metro Area","13648","997","5809","698","202","244","534","243","551","192","177","190","249","227","322","293","575","291","215","221","1008","502","873","475","858","383","0","226","178","146","67","113","7839","925","574","437","127","136","1138","455","199","142","277","281","252","227","543","414","836","542","980","484","596","332","683","377","752","333","499","276","383","342"
"310M400US41860","San Francisco-Oakland-Hayward, CA Metro Area","341977","6355","167935","3928","7905","1134","8115","1441","11245","1601","6422","987","4631","763","11497","886","15050","1008","12686","1077","23369","1004","22421","1123","23164","734","13299","593","5693","684","2438","727","174042","3842","8581","844","8462","1711","8228","1680","5783","842","4545","965","10703","1314","13683","915","13461","741","22067","983","24356","1102","23774","1014","17361","736","9180","822","3858","822"
"310M400US43060","Shawnee, OK Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13220","Beckley, WV Metro Area","8784","1057","5108","825","144","261","73","98","199","280","247","227","680","654","384","267","187","140","175","112","1433","838","576","528","261","193","572","283","141","143","36","61","3676","957","0","201","261","192","109","149","156","151","51","77","208","189","104","173","187","351","719","487","493","433","418","358","445","284","406","437","119","135"
"310M400US18300","Coos Bay, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20260","Duluth, MN-WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22660","Fort Collins, CO Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41700","San Antonio-New Braunfels, TX Metro Area","174071","4791","89946","2616","5802","1024","6900","1440","6601","1313","3459","517","3078","767","7545","743","8220","761","8235","926","11330","660","11216","674","10421","539","4762","245","2251","206","126","123","84125","3103","5534","843","5636","1573","5212","1170","3278","787","2746","568","5793","435","6748","1177","7508","702","11709","1001","10898","906","9809","661","5424","303","2654","627","1176","535"
"310M400US43140","Shelby, NC Micro Area","21214","792","9290","1024","330","385","1657","610","335","476","387","182","314","393","661","302","675","520","868","682","472","513","1271","671","1256","210","594","292","232","203","238","292","11924","1076","833","918","631","599","1025","539","607","182","558","523","437","302","1074","519","731","501","1331","577","1453","390","1478","210","1170","424","596","440","0","210"
"310M400US12020","Athens-Clarke County, GA Metro Area","42677","2322","19452","1369","1203","484","1703","482","1475","466","989","366","755","367","2959","613","1210","781","989","633","2164","736","2040","788","1291","523","1911","678","682","573","81","106","23225","1470","1458","470","1554","713","1709","669","540","380","1335","691","1582","729","1893","487","1386","69","3094","459","2979","261","2919","343","1612","266","831","304","333","260"
"310M400US17220","Clarksburg, WV Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41900","San Germán, PR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US46300","Twin Falls, ID Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17340","Clearlake, CA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","23641","2246","12480","1443","337","334","330","338","860","512","595","401","1025","906","991","590","1509","789","1440","630","1725","693","1293","574","794","373","1245","541","336","319","0","229","11161","1268","566","492","626","529","1534","616","386","311","159","187","325","391","1436","444","259","355","2008","779","1562","592","910","480","1153","419","104","120","133","185"
"310M400US22900","Fort Smith, AR-OK Metro Area","11111","1026","5888","846","462","392","647","267","383","300","396","147","289","268","96","115","363","387","607","405","775","372","726","426","404","309","504","350","236","231","0","198","5223","758","494","403","221","231","279","273","73","94","96","187","527","306","134","239","665","417","483","335","678","346","564","467","677","333","274","259","58","57"
"310M400US25180","Hagerstown-Martinsburg, MD-WV Metro Area","25716","2540","16113","1408","727","321","592","382","799","554","998","628","272","305","1599","801","1918","754","850","401","2989","826","2807","1016","1002","428","1382","516","178","192","0","198","9603","1873","855","666","328","407","562","464","483","578","201","232","1291","728","220","235","952","687","1509","779","1199","729","764","455","889","432","273","261","77","133"
