"GEO_ID","NAME","B01001G_001E","B01001G_001M","B01001G_002E","B01001G_002M","B01001G_003E","B01001G_003M","B01001G_004E","B01001G_004M","B01001G_005E","B01001G_005M","B01001G_006E","B01001G_006M","B01001G_007E","B01001G_007M","B01001G_008E","B01001G_008M","B01001G_009E","B01001G_009M","B01001G_010E","B01001G_010M","B01001G_011E","B01001G_011M","B01001G_012E","B01001G_012M","B01001G_013E","B01001G_013M","B01001G_014E","B01001G_014M","B01001G_015E","B01001G_015M","B01001G_016E","B01001G_016M","B01001G_017E","B01001G_017M","B01001G_018E","B01001G_018M","B01001G_019E","B01001G_019M","B01001G_020E","B01001G_020M","B01001G_021E","B01001G_021M","B01001G_022E","B01001G_022M","B01001G_023E","B01001G_023M","B01001G_024E","B01001G_024M","B01001G_025E","B01001G_025M","B01001G_026E","B01001G_026M","B01001G_027E","B01001G_027M","B01001G_028E","B01001G_028M","B01001G_029E","B01001G_029M","B01001G_030E","B01001G_030M","B01001G_031E","B01001G_031M"
"310M400US21660","Eugene, OR Metro Area","21783","2650","11200","1760","1641","572","646","437","1515","722","359","236","979","786","1549","768","920","372","714","556","998","528","942","449","152","138","614","347","133","118","38","65","10583","1531","999","459","810","440","1784","832","119","149","71","128","1862","676","798","385","406","347","1575","493","982","569","576","355","471","365","130","228","0","207"
"310M400US28740","Kingston, NY Metro Area","10096","3186","5439","1781","242","276","737","440","897","625","214","284","242","179","610","514","768","604","219","177","469","476","364","341","524","377","33","54","8","15","112","161","4657","1642","442","321","382","340","981","594","494","401","0","201","388","283","567","379","387","424","266","299","549","432","134","138","37","62","30","54","0","201"
"310M400US29540","Lancaster, PA Metro Area","12442","2706","5542","1627","852","466","439","358","1452","704","200","184","517","532","497","375","298","267","119","109","184","205","496","534","180","204","75","144","233","271","0","177","6900","1613","979","490","1152","651","942","451","380","320","474","377","675","434","313","314","326","275","487","413","427","446","294","220","37","63","414","454","0","177"
"310M400US33660","Mobile, AL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41740","San Diego-Carlsbad, CA Metro Area","174399","10180","89345","6001","16201","2392","11975","2151","10812","1599","4746","1082","1738","683","6658","1492","7195","1661","6072","1370","10317","1745","5623","1336","5108","1236","1875","633","799","458","226","197","85054","6297","13423","1756","11565","2775","7643","1374","4974","1206","2459","710","5917","1330","6962","1423","6196","1279","8412","1660","6124","1078","6144","1536","3212","814","1242","429","781","471"
"310M400US44420","Staunton-Waynesboro, VA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","294405","12371","143820","7145","20871","2662","19018","1986","18471","2201","8651","1419","5365","1152","10986","1838","12284","2192","8670","1582","16785","2136","9606","1565","7089","1297","3678","1114","2100","634","246","262","150585","8097","21065","2525","15989","1896","16336","2607","8006","1480","4920","1424","12467","2426","9652","1474","10959","1503","19438","2170","13616","2146","9645","1831","5091","1030","2520","847","881","459"
"310M400US16700","Charleston-North Charleston, SC Metro Area","21873","3693","11492","2136","902","545","2119","936","1465","736","269","282","850","540","558","322","716","504","633","382","1565","642","1303","573","765","468","153","139","61","96","133","216","10381","2275","1740","931","1010","510","967","571","424","287","167","155","772","429","1011","631","1090","680","889","380","707","471","699","508","605","376","274","271","26","47"
"310M400US20180","DuBois, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25220","Hammond, LA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30300","Lewiston, ID-WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34380","Mount Pleasant, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US38940","Port St. Lucie, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40380","Rochester, NY Metro Area","29181","3439","15216","2284","2911","999","1921","725","2443","960","1032","689","679","454","1568","758","625","405","913","413","1159","469","1295","671","304","209","206","180","118","175","42","74","13965","1845","1557","562","1857","769","1977","818","1523","573","553","330","1013","556","1426","468","448","257","1299","534","834","339","1019","440","387","252","72","126","0","201"
"310M400US12540","Bakersfield, CA Metro Area","34036","5583","17427","3194","2020","763","1486","1047","3106","1472","1169","736","687","368","1029","564","1987","829","1043","562","1491","621","893","522","1731","671","715","435","0","211","70","113","16609","3284","2067","840","2722","1210","2779","1585","858","758","148","148","811","466","728","442","720","376","1790","787","1322","563","1522","518","433","404","381","247","328","334"
"310M400US41420","Salem, OR Metro Area","20849","3012","12075","2361","1193","691","1538","914","507","351","472","394","579","475","1431","595","788","525","1095","644","1131","508","1917","1095","834","459","550","388","40","76","0","207","8774","1821","1053","566","734","651","763","476","859","625","367","277","1274","652","1020","610","592","415","362","330","924","634","611","352","150","174","65","88","0","207"
"310M400US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","14607","2434","7772","1541","1787","660","1126","539","1328","589","486","228","607","751","843","502","406","291","192","208","112","106","613","435","244","225","28","62","0","198","0","198","6835","1699","649","464","723","434","1514","849","857","573","622","373","646","412","254","203","52","90","703","556","446","376","195","189","0","198","78","139","96","167"
"310M400US15980","Cape Coral-Fort Myers, FL Metro Area","10941","2484","5169","1483","358","245","424","346","852","618","477","336","447","333","399","365","401","283","265","292","370","431","457","300","253","211","262","246","204","199","0","229","5772","1638","638","486","542","378","861","502","673","501","49","71","573","389","481","442","294","326","240","228","400","331","487","349","412","327","122","147","0","229"
"310M400US23060","Fort Wayne, IN Metro Area","16608","3727","8299","2235","1007","463","1854","762","1295","640","749","521","324","359","541","403","351","286","494","341","678","491","532","357","394","384","59","71","21","36","0","198","8309","2118","797","535","1670","727","1726","890","446","333","288","232","666","459","425","303","504","337","778","497","455","275","369","265","22","35","123","152","40","69"
"310M400US27780","Johnstown, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33700","Modesto, CA Metro Area","24060","3392","13275","2680","1821","835","2101","897","2187","1125","952","553","502","338","496","382","733","466","1622","735","731","333","934","544","590","326","415","290","70","94","121","153","10785","1560","1448","543","1801","803","833","510","301","228","411","381","1200","546","797","393","582","342","897","481","1203","538","453","252","576","296","283","279","0","211"
"310M400US35980","Norwich-New London, CT Metro Area","16666","2855","8337","1726","1254","534","995","581","1224","698","729","465","249","261","1143","597","520","458","1112","725","229","236","384","333","275","286","186","151","37","67","0","207","8329","1667","1175","738","959","543","1391","830","359","482","324","346","955","546","827","445","744","538","508","289","490","435","458","264","76","132","63","98","0","207"
"310M400US40980","Saginaw, MI Metro Area","5318","1225","2446","758","535","375","201","251","378","252","62","80","58","104","301","264","0","172","244","158","206","194","254","210","151","213","0","172","56","89","0","172","2872","941","214","186","189","188","318","227","176","155","100","141","509","327","128","128","519","498","207","186","198","265","54","89","212","157","0","172","48","82"
"310M400US29860","Laurel, MS Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12260","Augusta-Richmond County, GA-SC Metro Area","15649","2906","7254","1918","800","774","691","460","1417","783","397","459","1544","1062","331","234","194","186","272","345","773","513","110","146","348","359","296","313","81","100","0","198","8395","1946","2344","1038","795","529","1305","756","363","295","550","496","79","142","789","554","459","386","705","450","242","166","387","329","316","282","61","123","0","198"
"310M400US19500","Decatur, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27600","Jefferson, GA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32780","Medford, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21020","Elizabeth City, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13740","Billings, MT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27140","Jackson, MS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24780","Greenville, NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31740","Manhattan, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43320","Show Low, AZ Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49300","Wooster, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32300","Martinsville, VA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25840","Hermiston-Pendleton, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32220","Marshall, TX Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35300","New Haven-Milford, CT Metro Area","25636","4333","11857","2361","1351","660","1531","821","2528","1152","716","388","1012","558","736","417","1113","603","915","405","713","407","398","233","471","323","131","139","151","149","91","125","13779","2711","2433","1004","1500","718","2205","898","1071","654","404","261","552","366","1338","645","704","388","949","589","1487","518","563","485","385","245","126","161","62","101"
"310M400US39140","Prescott, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41780","Sandusky, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45820","Topeka, KS Metro Area","9286","1944","4590","1074","551","299","596","356","688","474","195","171","243","203","545","309","155","112","110","100","551","332","339","240","192","152","414","314","11","23","0","177","4696","1148","374","242","673","320","862","488","521","242","147","118","432","349","119","109","371","380","520","385","197","135","243","190","123","157","22","34","92","132"
"310M400US49700","Yuba City, CA Metro Area","12238","2440","5987","1361","566","483","1163","436","654","382","301","237","224","214","936","587","480","284","234","226","239","208","99","88","732","562","73","89","286","304","0","211","6251","1675","975","543","972","518","564","409","328","370","146","180","336","300","474","412","450","352","598","395","682","421","484","547","127","129","52","83","63","110"
"310M400US18580","Corpus Christi, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US37460","Panama City, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26300","Hot Springs, AR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36300","Ogdensburg-Massena, NY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39380","Pueblo, CO Metro Area","6038","1376","2397","743","61","97","141","133","142","126","325","275","258","247","147","172","100","125","380","274","371","169","308","261","37","62","67","80","60","88","0","204","3641","1093","274","268","742","640","259","197","136","171","223","248","302","302","40","81","167","220","563","365","344","245","214","159","168","132","209","255","0","204"
"310M400US18260","Cookeville, TN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41180","St. Louis, MO-IL Metro Area","67649","4804","34369","2979","4464","988","5427","1209","4937","1036","3814","1093","1698","720","2127","862","3025","1131","2190","868","3559","1096","956","425","877","513","944","507","86","85","265","318","33280","3459","5089","1418","3723","1093","4375","1132","2017","867","1293","555","2937","985","3309","1044","1858","736","3353","983","1899","646","1675","673","1160","599","473","314","119","119"
"310M400US25740","Helena, MT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10780","Alexandria, LA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17820","Colorado Springs, CO Metro Area","45242","4924","23329","3429","4033","1315","3681","1380","2992","799","2099","622","262","227","2310","743","2080","924","1706","793","2123","665","736","432","739","529","535","461","0","204","33","64","21913","2569","2841","1044","2690","777","2890","1065","1697","728","582","444","1846","695","1852","828","1847","605","1943","656","2336","731","843","349","378","262","168","268","0","204"
"310M400US21420","Enid, OK Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28300","Keene, NH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28420","Kennewick-Richland, WA Metro Area","14293","3484","6552","1499","735","671","801","491","1332","803","219","254","327","377","583","518","259","253","413","351","490","430","987","552","361","303","0","204","45","93","0","204","7741","2513","1274","911","1125","743","1486","820","579","408","236","245","710","548","361","446","307","349","472","356","634","425","189","216","98","162","270","421","0","204"
"310M400US41620","Salt Lake City, UT Metro Area","46296","5253","23224","3247","2991","775","3443","825","3856","1307","1864","754","1149","552","1115","438","2339","737","1691","842","2538","922","1340","530","434","239","316","273","102","166","46","84","23072","3129","4881","1339","2871","918","2521","1000","1739","789","1034","573","1453","673","1685","615","1125","497","3148","1018","1516","761","346","212","672","405","81","132","0","193"
"310M400US45500","Texarkana, TX-AR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10140","Aberdeen, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27100","Jackson, MI Metro Area","5001","1325","2329","765","335","319","218","173","267","201","213","185","131","213","230","225","366","331","86","92","239","192","201","147","43","78","0","172","0","172","0","172","2672","904","740","480","136","130","453","316","70","69","189","222","428","259","0","172","184","152","81","96","177","157","27","45","75","143","112","155","0","172"
"310M400US27980","Kahului-Wailuku-Lahaina, HI Metro Area","35630","3818","17556","2177","1073","544","1984","743","2479","678","1194","443","556","447","1135","529","1257","562","1014","496","2610","885","1624","603","1654","499","552","330","217","225","207","214","18074","2579","3063","1045","2509","796","1175","499","1035","619","786","516","643","393","1229","479","1228","522","2114","830","1066","515","1502","588","970","498","476","238","278","251"
"310M400US29300","LaGrange, GA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","570984","18560","286249","11082","36394","3494","33130","3334","31212","3421","15892","1750","9694","1481","20885","2357","27913","3105","22959","2562","28709","2464","25847","2793","19419","2556","9470","1340","3628","823","1097","420","284735","9811","37406","3264","25458","2539","25106","2484","16458","1825","10886","1588","23094","2191","27000","2923","20869","2317","30858","2545","25432","2138","21080","2286","11426","1580","6350","1299","3312","1136"
"310M400US41100","St. George, UT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44620","Stevens Point, WI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44660","Stillwater, OK Micro Area","6102","989","3328","703","289","167","47","77","232","200","253","228","411","248","891","538","181","177","318","350","431","248","20","39","40","66","188","175","27","48","0","161","2774","618","230","233","142","184","348","296","380","346","215","174","355","218","251","216","150","144","222","164","286","177","98","112","83","102","14","25","0","161"
"310M400US44100","Springfield, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29200","Lafayette-West Lafayette, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20100","Dover, DE Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21820","Fairbanks, AK Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34620","Muncie, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35660","Niles-Benton Harbor, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","39106","5041","18948","2633","2666","778","2603","768","2118","701","1451","592","471","327","1506","593","2175","890","1386","757","2053","802","906","426","901","447","520","290","62","102","130","148","20158","2802","2279","702","2414","693","2007","926","1386","459","485","293","2377","780","1505","682","1334","630","1606","667","1623","505","2015","712","926","501","201","220","0","211"
"310M400US40660","Rome, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41860","San Francisco-Oakland-Hayward, CA Metro Area","312601","14230","157513","8438","20168","2802","20703","2513","19662","2240","10029","1627","5385","1215","10837","1805","13534","2525","10654","1756","18034","2442","12697","2492","9094","1702","4518","1150","1522","689","676","426","155088","8017","20130","2145","19558","2342","17015","2442","10482","1724","4139","982","11696","1968","13184","1732","11292","1736","17255","1899","13117","1607","8311","1532","5964","1238","2190","786","755","523"
"310M400US43060","Shawnee, OK Micro Area","4957","1121","2617","727","374","190","293","175","245","159","155","115","165","126","382","197","224","149","36","50","255","183","324","164","88","114","59","52","17","30","0","161","2340","602","254","163","224","200","394","232","190","128","51","81","193","184","146","135","37","61","318","224","203","123","129","118","178","124","23","38","0","161"
"310M400US13220","Beckley, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18300","Coos Bay, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20260","Duluth, MN-WI Metro Area","9579","1271","4723","855","888","527","317","182","438","226","338","321","81","79","927","390","95","118","460","313","392","282","424","239","240","131","123","123","0","198","0","198","4856","888","490","384","855","409","838","391","204","148","312","232","250","242","446","421","551","357","256","180","313","190","153","118","109","88","79","104","0","198"
"310M400US22660","Fort Collins, CO Metro Area","12676","1912","6490","1335","892","425","443","339","447","357","949","661","337","327","720","522","855","379","212","171","663","357","516","299","211","195","245","232","0","204","0","204","6186","1305","804","530","1028","473","720","396","117","124","236","211","609","481","192","244","820","412","771","342","462","274","287","179","47","81","93","113","0","204"
"310M400US41700","San Antonio-New Braunfels, TX Metro Area","79785","6948","37785","4233","4687","1165","3431","1056","4666","1181","1417","608","2094","830","3675","1490","3141","1127","2808","815","5261","1402","2958","1183","1933","611","1004","452","301","234","409","342","42000","4285","4861","1479","4061","1194","5238","1477","2909","1010","1782","796","4153","1709","3975","1401","1914","720","3841","1077","3795","985","2819","928","1620","576","467","325","565","455"
"310M400US43140","Shelby, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12020","Athens-Clarke County, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17220","Clarksburg, WV Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41900","San Germán, PR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
