"GEO_ID","NAME","B01001F_001E","B01001F_001M","B01001F_002E","B01001F_002M","B01001F_003E","B01001F_003M","B01001F_004E","B01001F_004M","B01001F_005E","B01001F_005M","B01001F_006E","B01001F_006M","B01001F_007E","B01001F_007M","B01001F_008E","B01001F_008M","B01001F_009E","B01001F_009M","B01001F_010E","B01001F_010M","B01001F_011E","B01001F_011M","B01001F_012E","B01001F_012M","B01001F_013E","B01001F_013M","B01001F_014E","B01001F_014M","B01001F_015E","B01001F_015M","B01001F_016E","B01001F_016M","B01001F_017E","B01001F_017M","B01001F_018E","B01001F_018M","B01001F_019E","B01001F_019M","B01001F_020E","B01001F_020M","B01001F_021E","B01001F_021M","B01001F_022E","B01001F_022M","B01001F_023E","B01001F_023M","B01001F_024E","B01001F_024M","B01001F_025E","B01001F_025M","B01001F_026E","B01001F_026M","B01001F_027E","B01001F_027M","B01001F_028E","B01001F_028M","B01001F_029E","B01001F_029M","B01001F_030E","B01001F_030M","B01001F_031E","B01001F_031M"
"310M400US17060","Chillicothe, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18020","Columbus, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18700","Corvallis, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21660","Eugene, OR Metro Area","14171","2769","7301","1643","0","207","898","570","728","660","554","253","281","249","1507","480","241","301","339","260","1172","402","808","429","159","192","550","503","64","108","0","207","6870","1653","707","410","0","207","499","523","300","249","590","412","798","507","469","457","790","371","990","547","493","434","842","391","392","474","0","207","0","207"
"310M400US28740","Kingston, NY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29540","Lancaster, PA Metro Area","16636","3739","9006","2364","498","507","235","231","780","604","698","541","551","621","669","525","847","468","824","697","1085","738","1778","661","753","395","288","210","0","177","0","177","7630","1899","765","666","0","177","336","378","128","157","498","662","485","543","902","482","327","328","1148","717","1682","641","1144","455","143","219","72","116","0","177"
"310M400US33660","Mobile, AL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41740","San Diego-Carlsbad, CA Metro Area","187840","11934","92862","6176","6248","1730","6080","1352","7945","1938","4114","1060","2827","871","9181","1490","8045","1421","10326","2335","14336","2116","10562","1644","7381","1543","4151","1166","827","422","839","566","94978","7013","6278","1662","6436","1267","6033","1492","4039","1081","2817","964","8088","1588","9572","1663","7413","1319","16078","2012","12408","1742","8839","1406","4426","1036","1616","652","935","439"
"310M400US44420","Staunton-Waynesboro, VA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","414246","19892","212962","10620","25178","3040","18968","2470","19219","2511","8592","1252","6488","1291","14783","1821","15332","1664","17584","2123","40707","3080","25740","2745","14768","1877","3625","1043","1630","635","348","385","201284","10473","19826","2578","19303","2353","18088","2289","10289","1381","6940","1244","13303","1863","16368","2032","17710","1988","35219","2742","22513","2211","15128","1963","4493","1146","1385","786","719","358"
"310M400US16700","Charleston-North Charleston, SC Metro Area","14041","3301","6356","1854","590","385","616","464","506","267","318","274","362","489","296","352","449","315","715","552","1124","748","888","503","236","221","157","256","99","164","0","214","7685","2087","656","474","847","510","582","455","183","250","178","193","340","286","975","729","629","488","1362","582","886","518","483","505","564","472","0","214","0","214"
"310M400US20180","DuBois, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25220","Hammond, LA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30300","Lewiston, ID-WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34380","Mount Pleasant, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US38940","Port St. Lucie, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40380","Rochester, NY Metro Area","19668","3223","9671","1797","669","432","868","539","250","215","788","362","238","246","635","353","1061","529","1476","499","1587","750","1143","437","569","321","387","253","0","201","0","201","9997","1728","928","590","613","416","611","402","342","254","70","85","775","414","1079","675","682","441","1782","686","1445","546","1152","434","422","245","96","151","0","201"
"310M400US12540","Bakersfield, CA Metro Area","84783","9983","46519","5906","4444","1453","4525","1231","4308","1310","2001","738","1312","660","4186","1160","3747","1159","4884","1226","6477","1406","4968","1190","3619","815","1453","675","441","326","154","203","38264","4952","3042","974","2465","1032","3778","1098","2434","1206","740","509","2864","959","3271","1055","3748","1225","5167","1230","4579","1330","3267","974","2038","707","462","323","409","363"
"310M400US41420","Salem, OR Metro Area","42155","6510","24040","3687","2111","955","2283","860","2620","1004","1025","496","1259","440","2341","732","2372","920","812","484","4351","988","2663","677","944","517","114","182","1012","633","133","222","18115","3536","1692","766","1881","1025","1904","1120","926","530","975","460","1460","779","2002","934","1024","671","2731","693","2217","591","868","603","156","191","279","327","0","207"
"310M400US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15980","Cape Coral-Fort Myers, FL Metro Area","29748","6047","16184","4189","1126","802","1587","795","1435","843","361","308","710","640","1139","831","1105","813","1539","1058","2208","1604","2253","1010","1218","681","1246","786","257","388","0","229","13564","3117","566","430","583","543","1496","798","324","277","655","519","1514","841","574","653","718","467","2566","1032","2354","1035","1077","676","554","390","583","658","0","229"
"310M400US23060","Fort Wayne, IN Metro Area","9896","2295","5435","1418","994","349","214","213","357","451","563","283","83","146","454","367","346","382","615","222","1063","374","444","341","167","150","53","89","0","198","82","100","4461","1166","0","198","727","392","180","144","412","262","23","39","553","328","499","250","581","332","721","427","318","253","224","196","141","146","82","106","0","198"
"310M400US27780","Johnstown, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33700","Modesto, CA Metro Area","37100","5923","18905","3146","945","572","1297","472","1230","556","555","433","877","758","1717","695","2649","1042","1409","763","3162","904","1939","668","1703","622","728","398","694","422","0","211","18195","3443","1715","793","850","506","1534","560","747","457","371","211","2697","899","2116","954","1326","515","2020","623","1719","743","1669","571","955","452","363","218","113","141"
"310M400US35980","Norwich-New London, CT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40980","Saginaw, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29860","Laurel, MS Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12260","Augusta-Richmond County, GA-SC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19500","Decatur, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27600","Jefferson, GA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32780","Medford, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21020","Elizabeth City, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13740","Billings, MT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27140","Jackson, MS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24780","Greenville, NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31740","Manhattan, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43320","Show Low, AZ Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49300","Wooster, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32300","Martinsville, VA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25840","Hermiston-Pendleton, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US32220","Marshall, TX Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35300","New Haven-Milford, CT Metro Area","49092","6257","25985","3326","1288","594","1396","674","1986","776","1929","652","1088","604","1907","1084","1922","831","2814","996","4793","1012","3002","759","2566","808","1052","393","154","150","88","149","23107","4014","1573","881","2306","1014","2798","1140","865","456","1019","601","1159","815","1199","539","1975","788","4878","1003","1700","622","1841","681","967","436","653","538","174","298"
"310M400US39140","Prescott, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41780","Sandusky, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45820","Topeka, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49700","Yuba City, CA Metro Area","7479","2231","2873","1022","306","293","84","144","20","36","135","148","320","306","145","195","389","264","218","269","562","373","291","172","244","173","98","156","61","112","0","211","4606","1457","592","370","289","274","388","375","169","182","88","130","330","307","951","423","8","16","230","241","624","413","322","241","305","197","257","220","53","97"
"310M400US18580","Corpus Christi, TX Metro Area","9257","2189","4773","1251","313","359","280","212","168","209","258","233","143","198","305","249","539","387","452","383","435","308","578","321","564","340","442","247","191","149","105","183","4484","1284","407","357","377","390","308","268","155","203","0","228","190","274","184","200","380","267","519","321","448","308","601","320","390","238","346","260","179","203"
"310M400US37460","Panama City, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26300","Hot Springs, AR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36300","Ogdensburg-Massena, NY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39380","Pueblo, CO Metro Area","13542","2713","7297","1776","429","307","124","165","297","335","318","344","407","390","676","416","751","518","1186","582","569","321","776","510","1059","499","365","310","291","298","49","77","6245","1272","470","300","132","134","124","209","226","212","25","43","648","457","805","494","401","341","584","366","637","354","1008","397","796","428","39","66","350","308"
"310M400US18260","Cookeville, TN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41180","St. Louis, MO-IL Metro Area","20127","3487","9568","2092","1130","554","409","283","593","359","179","211","43","106","1503","799","859","618","1428","801","1717","904","1005","426","486","352","131","131","85","148","0","198","10559","2208","1313","631","713","474","998","605","534","429","155","173","1245","709","1439","651","835","391","1545","703","799","518","506","363","252","264","170","195","55","89"
"310M400US25740","Helena, MT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10780","Alexandria, LA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17820","Colorado Springs, CO Metro Area","25732","4987","11881","2873","148","254","930","621","751","697","411","299","456","425","1332","834","1329","910","1399","832","2293","1026","1617","716","737","448","329","309","149","193","0","204","13851","3033","1055","924","586","386","1671","891","926","524","363","508","1242","772","1443","691","652","373","2129","807","1454","826","1282","609","657","426","231","347","160","191"
"310M400US21420","Enid, OK Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28300","Keene, NH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28420","Kennewick-Richland, WA Metro Area","31246","6354","16843","3750","1436","835","2675","1207","1832","985","763","581","1137","695","1121","674","500","438","1609","700","2120","979","1883","755","1167","707","456","369","144","190","0","204","14403","3099","1570","752","1702","917","1672","1033","1106","630","1010","531","586","380","335","359","1319","570","2507","846","1447","551","976","597","121","124","52","98","0","204"
"310M400US41620","Salt Lake City, UT Metro Area","125572","9104","65324","4911","8478","1161","7289","1431","5775","1462","3837","684","1993","550","5324","1191","5271","1111","4602","939","10756","1044","6028","1326","3512","834","1823","465","636","564","0","193","60248","5033","6243","1172","5640","1659","6876","1555","3320","854","1884","544","5613","1006","5117","932","4896","959","8538","1288","7072","1142","3891","860","880","531","143","210","135","177"
"310M400US45500","Texarkana, TX-AR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10140","Aberdeen, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27100","Jackson, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US27980","Kahului-Wailuku-Lahaina, HI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29300","LaGrange, GA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","2455202","44378","1242797","25053","86362","4532","88261","4803","102586","5054","53263","3239","40696","2193","107078","3979","121019","5417","102916","4731","185634","6997","166196","5809","109177","4971","52394","3222","20483","2205","6732","1493","1212405","23591","86688","4756","81869","4758","100022","5714","55382","3694","35184","2392","102880","4055","110054","4994","89960","4639","172636","5019","164986","5809","114503","4337","59286","3316","26786","2515","12169","1826"
"310M400US41100","St. George, UT Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44620","Stevens Point, WI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44660","Stillwater, OK Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44100","Springfield, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29200","Lafayette-West Lafayette, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20100","Dover, DE Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21820","Fairbanks, AK Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34620","Muncie, IN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35660","Niles-Benton Harbor, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","39930","6431","19855","3467","1569","665","1562","680","1484","610","840","478","691","415","2010","683","1874","705","1685","869","2743","713","2418","596","1638","561","912","400","251","178","178","166","20075","3403","1043","525","1995","796","2250","956","826","373","571","295","1276","525","1401","475","1675","671","3162","916","2106","613","1898","688","1317","540","303","265","252","181"
"310M400US40660","Rome, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41860","San Francisco-Oakland-Hayward, CA Metro Area","506360","18717","263566","9943","16726","2483","15848","2426","23321","2328","12549","1470","8268","1208","22098","2079","24875","2554","23643","2147","47633","3653","35175","2448","21030","1858","7507","1216","3593","777","1300","660","242794","10797","16887","1975","14536","1953","23825","2579","9713","1537","9268","1432","18643","2259","22062","2153","20318","2003","40511","2774","29791","1859","19498","1886","9979","1374","5026","1064","2737","894"
"310M400US43060","Shawnee, OK Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13220","Beckley, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18300","Coos Bay, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20260","Duluth, MN-WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22660","Fort Collins, CO Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41700","San Antonio-New Braunfels, TX Metro Area","106741","9557","51692","4868","2076","821","2249","877","3833","1205","2116","926","1372","576","5081","1707","5857","1649","5181","1226","8298","1634","6372","1153","5051","1102","2962","858","1170","467","74","118","55049","6202","2982","1429","3409","1191","4000","1621","3136","1051","1374","698","3954","1259","5554","1579","3148","977","7280","1811","7435","1539","6505","1180","4260","908","1633","653","379","295"
"310M400US43140","Shelby, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
